name,url,create_time,spider_time,title,time,release_date,intro,genres,directors,writers,stars,actors
Und keiner weint mir nach (1996),https://www.imdb.com/title/tt0118026/?ref_=fn_al_tt_1,2023-03-13 17:10:43.792969,2023-03-14 07:16:54.159552,Und keiner weint mir nach,1 hour 42 minutes,"February 29, 1996 ",,Biography|Drama,Joseph Vilsmaier,Sigi Sommer|Willy Purucker|Sigi Sommer|Willy Purucker|Sigi Sommer|Willy Purucker|Sigi Sommer|Willy Purucker|Sigi Sommer|Willy Purucker|Sigi Sommer|Willy Purucker,,Peter Ketnath|Nina Hoss|Steffen Schroeder|Peter Ketnath|Nina Hoss|Steffen Schroeder|Peter Ketnath|Nina Hoss|Steffen Schroeder|Peter Ketnath|Nina Hoss|Steffen Schroeder
Mutters Courage (1995),https://www.imdb.com/title/tt0117117/?ref_=fn_al_tt_1,2023-03-13 17:10:46.123043,2023-03-14 07:17:00.544844,My Mother's Courage,1 hour 29 minutes,"February 29, 1996 ",,Drama|War,Michael Verhoeven,George Tabori|Michael Verhoeven|George Tabori|Michael Verhoeven|George Tabori|Michael Verhoeven|George Tabori|Michael Verhoeven|George Tabori|Michael Verhoeven|George Tabori|Michael Verhoeven,,Pauline Collins|George Tabori|Ulrich Tukur|Pauline Collins|George Tabori|Ulrich Tukur|Pauline Collins|George Tabori|Ulrich Tukur|Pauline Collins|George Tabori|Ulrich Tukur
Yankee Zulu (1994),https://www.imdb.com/title/tt0111787/?ref_=fn_al_tt_1,2023-03-13 17:10:48.384364,2023-03-14 07:17:07.371284,Yankee Zulu,1 hour 40 minutes,"February 16, 1996 ",,Comedy|Drama,Gray Hofmeyr,Leon Schuster|Gray Hofmeyr|Craig Gardner|Leon Schuster|Gray Hofmeyr|Craig Gardner|Leon Schuster|Gray Hofmeyr|Craig Gardner|Leon Schuster|Gray Hofmeyr|Craig Gardner|Leon Schuster|Gray Hofmeyr|Craig Gardner|Leon Schuster|Gray Hofmeyr|Craig Gardner,,Leon Schuster|John Matshikiza|Wilson Dunster|Leon Schuster|John Matshikiza|Wilson Dunster|Leon Schuster|John Matshikiza|Wilson Dunster|Leon Schuster|John Matshikiza|Wilson Dunster
Billy's Holiday (1995),https://www.imdb.com/title/tt0112509/?ref_=fn_al_tt_1,2023-03-13 17:10:50.714353,2023-03-14 07:17:13.372712,Billy's Holiday,1 hour 32 minutes,"October 19, 1995 ",,Musical,Richard Wherrett,Denis Whitburn|Denis Whitburn|Denis Whitburn,,Max Cullen|Kris McQuade|Tina Bursill|Max Cullen|Kris McQuade|Tina Bursill|Max Cullen|Kris McQuade|Tina Bursill|Max Cullen|Kris McQuade|Tina Bursill
Purple Noon (1960),https://www.imdb.com/title/tt0054189/?ref_=fn_al_tt_1,2023-03-13 17:10:52.988244,2023-03-14 07:17:19.972488,Purple Noon,1 hour 58 minutes,"March 10, 1960 ",,Crime|Drama|Thriller,René Clément,Patricia Highsmith|René Clément|Paul Gégauff|Patricia Highsmith|René Clément|Paul Gégauff|Patricia Highsmith|René Clément|Paul Gégauff|Patricia Highsmith|René Clément|Paul Gégauff|Patricia Highsmith|René Clément|Paul Gégauff|Patricia Highsmith|René Clément|Paul Gégauff,,Alain Delon|Maurice Ronet|Marie Laforêt|Alain Delon|Maurice Ronet|Marie Laforêt|Alain Delon|Maurice Ronet|Marie Laforêt|Alain Delon|Maurice Ronet|Marie Laforêt
August (1996),https://www.imdb.com/title/tt0115591/?ref_=fn_al_tt_1,2023-03-13 17:10:55.291392,2023-03-14 07:17:26.384966,August,1 hour 34 minutes,"April 19, 1996 ",,Comedy|Drama|Romance,Anthony Hopkins,Julian Mitchell|Anton Chekhov|Julian Mitchell|Anton Chekhov|Julian Mitchell|Anton Chekhov|Julian Mitchell|Anton Chekhov|Julian Mitchell|Anton Chekhov|Julian Mitchell|Anton Chekhov,,Anthony Hopkins|Leslie Phillips|Kate Burton|Anthony Hopkins|Leslie Phillips|Kate Burton|Anthony Hopkins|Leslie Phillips|Kate Burton|Anthony Hopkins|Leslie Phillips|Kate Burton
Faithful (1996),https://www.imdb.com/title/tt0116269/?ref_=fn_al_tt_1,2023-03-13 17:10:57.582217,2023-03-14 07:17:32.975515,Faithful,1 hour 31 minutes,"April 3, 1996 ",,Comedy|Crime|Drama,Paul Mazursky,Chazz Palminteri|Chazz Palminteri|Chazz Palminteri,,Cher|Chazz Palminteri|Ryan O'Neal|Cher|Chazz Palminteri|Ryan O'Neal|Cher|Chazz Palminteri|Ryan O'Neal|Cher|Chazz Palminteri|Ryan O'Neal
All Things Fair (1996),https://www.imdb.com/title/tt20453900/?ref_=fn_al_tt_1,2023-03-13 17:10:59.873145,2023-03-14 07:17:39.310485,All Things Fair,,"May 20, 2022 ",,Drama,Austin Nwaolie,Francis Uzoma|Francis Uzoma|Francis Uzoma,,Chris Akwarandu|Uzor Arukwe|Tessy Brown|Chris Akwarandu|Uzor Arukwe|Tessy Brown|Chris Akwarandu|Uzor Arukwe|Tessy Brown|Chris Akwarandu|Uzor Arukwe|Tessy Brown
Bloodsport 2 (1995),https://www.imdb.com/title/tt0092675/?ref_=fn_al_tt_1,2023-03-13 17:11:02.177665,2023-03-14 07:17:45.674637,Bloodsport,1 hour 32 minutes,"April 29, 1988 ",,Action|Biography|Drama,Newt Arnold,Sheldon Lettich|Christopher Cosby|Mel Friedman|Sheldon Lettich|Christopher Cosby|Mel Friedman|Sheldon Lettich|Christopher Cosby|Mel Friedman|Sheldon Lettich|Christopher Cosby|Mel Friedman|Sheldon Lettich|Christopher Cosby|Mel Friedman|Sheldon Lettich|Christopher Cosby|Mel Friedman,,Jean-Claude Van Damme|Donald Gibb|Leah Ayres|Jean-Claude Van Damme|Donald Gibb|Leah Ayres|Jean-Claude Van Damme|Donald Gibb|Leah Ayres|Jean-Claude Van Damme|Donald Gibb|Leah Ayres
"World of Apu, The (Apur Sansar) (1959)",https://www.imdb.com/title/tt0052572/?ref_=fn_al_tt_1,2023-03-13 17:11:04.531796,2023-03-14 07:17:52.840202,The World of Apu,1 hour 45 minutes,"October 4, 1960 ",,Drama,Satyajit Ray,Bibhutibhushan Bandyopadhyay|Satyajit Ray|Bibhutibhushan Bandyopadhyay|Satyajit Ray|Bibhutibhushan Bandyopadhyay|Satyajit Ray|Bibhutibhushan Bandyopadhyay|Satyajit Ray|Bibhutibhushan Bandyopadhyay|Satyajit Ray|Bibhutibhushan Bandyopadhyay|Satyajit Ray,,Soumitra Chatterjee|Sharmila Tagore|Alok Chakravarty|Soumitra Chatterjee|Sharmila Tagore|Alok Chakravarty|Soumitra Chatterjee|Sharmila Tagore|Alok Chakravarty|Soumitra Chatterjee|Sharmila Tagore|Alok Chakravarty
Tarantella (1995),https://www.imdb.com/title/tt0114616/?ref_=fn_al_tt_1,2023-03-13 17:11:06.812307,2023-03-14 07:17:59.345177,Tarantella,1 hour 40 minutes,"March 15, 1996 ",,Drama,Helen De Michiel,Helen De Michiel|Richard Hoblock|Helen De Michiel|Richard Hoblock|Helen De Michiel|Richard Hoblock|Helen De Michiel|Richard Hoblock|Helen De Michiel|Richard Hoblock|Helen De Michiel|Richard Hoblock,,Mira Sorvino|Rose Gregorio|Matthew Lillard|Mira Sorvino|Rose Gregorio|Matthew Lillard|Mira Sorvino|Rose Gregorio|Matthew Lillard|Mira Sorvino|Rose Gregorio|Matthew Lillard
Hostile Intentions (1994),https://www.imdb.com/title/tt0110061/?ref_=fn_al_tt_1,2023-03-13 17:11:09.129600,2023-03-14 07:18:05.718130,Hostile Intentions,1 hour 30 minutes,"April 9, 1996 ",,Action|Drama|Thriller,Catherine Cyran,Catherine Cyran|Catherine Cyran|Catherine Cyran,,Tia Carrere|Rigg Kennedy|Lisa Dean Ryan|Tia Carrere|Rigg Kennedy|Lisa Dean Ryan|Tia Carrere|Rigg Kennedy|Lisa Dean Ryan|Tia Carrere|Rigg Kennedy|Lisa Dean Ryan
They Bite (1996),https://www.imdb.com/title/tt0140614/?ref_=fn_al_tt_1,2023-03-13 17:11:11.422801,2023-03-14 07:18:12.546664,They Bite,1 hour 38 minutes,"April 2, 1996 ",,Comedy|Horror|Sci-Fi,Brett Piper,Brett Piper|Brett Piper|Brett Piper,,Donna Frotscher|Nick Baldasare|Christina Veronica|Donna Frotscher|Nick Baldasare|Christina Veronica|Donna Frotscher|Nick Baldasare|Christina Veronica|Donna Frotscher|Nick Baldasare|Christina Veronica
Some Folks Call It a Sling Blade (1993),https://www.imdb.com/title/tt0108181/?ref_=fn_al_tt_1,2023-03-13 17:11:13.743116,2023-03-14 07:18:18.938772,Some Folks Call It a Sling Blade,25 minutes,"November 23, 1999 ",,Short|Drama|Thriller,George Hickenlooper,Billy Bob Thornton|Billy Bob Thornton|Billy Bob Thornton,,Billy Bob Thornton|Molly Ringwald|J.T. Walsh|Billy Bob Thornton|Molly Ringwald|J.T. Walsh|Billy Bob Thornton|Molly Ringwald|J.T. Walsh|Billy Bob Thornton|Molly Ringwald|J.T. Walsh
Alphaville (1965),https://www.imdb.com/title/tt0058898/?ref_=fn_al_tt_1,2023-03-13 17:11:16.025325,2023-03-14 07:18:25.105866,Alphaville,1 hour 39 minutes,"May 5, 1965 ",,Drama|Mystery|Sci-Fi,Jean-Luc Godard,Jean-Luc Godard|Paul Éluard|Jean-Luc Godard|Paul Éluard|Jean-Luc Godard|Paul Éluard|Jean-Luc Godard|Paul Éluard|Jean-Luc Godard|Paul Éluard|Jean-Luc Godard|Paul Éluard,,Eddie Constantine|Anna Karina|Akim Tamiroff|Eddie Constantine|Anna Karina|Akim Tamiroff|Eddie Constantine|Anna Karina|Akim Tamiroff|Eddie Constantine|Anna Karina|Akim Tamiroff
Clean Slate (Coup de Torchon) (1981),https://www.imdb.com/title/tt0082206/?ref_=fn_al_tt_1,2023-03-13 17:11:18.381801,2023-03-14 07:18:31.315924,Coup de Torchon,2 hours 8 minutes,"November 4, 1981 ",,Comedy|Crime|Drama,Bertrand Tavernier,Jean Aurenche|Bertrand Tavernier|Jim Thompson|Jean Aurenche|Bertrand Tavernier|Jim Thompson|Jean Aurenche|Bertrand Tavernier|Jim Thompson|Jean Aurenche|Bertrand Tavernier|Jim Thompson|Jean Aurenche|Bertrand Tavernier|Jim Thompson|Jean Aurenche|Bertrand Tavernier|Jim Thompson,,Philippe Noiret|Isabelle Huppert|Stéphane Audran|Philippe Noiret|Isabelle Huppert|Stéphane Audran|Philippe Noiret|Isabelle Huppert|Stéphane Audran|Philippe Noiret|Isabelle Huppert|Stéphane Audran
Tigrero: A Film That Was Never Made (1994),https://www.imdb.com/title/tt0111430/?ref_=fn_al_tt_1,2023-03-13 17:11:21.987580,2023-03-14 07:18:37.829108,Tigrero: A Film That Was Never Made,1 hour 15 minutes,"March 25, 1994 ",,Documentary|Drama,Mika Kaurismäki,Mika Kaurismäki|Christa Lang|Mika Kaurismäki|Christa Lang|Mika Kaurismäki|Christa Lang|Mika Kaurismäki|Christa Lang|Mika Kaurismäki|Christa Lang|Mika Kaurismäki|Christa Lang,,Samuel Fuller|Jim Jarmusch|Samuel Fuller|Jim Jarmusch|Samuel Fuller|Jim Jarmusch|Samuel Fuller|Jim Jarmusch
Windows (1980),https://www.imdb.com/title/tt0081759/?ref_=fn_al_tt_1,2023-03-13 17:11:37.126961,2023-03-14 07:18:44.707365,Windows,1 hour 36 minutes,"January 18, 1980 ",,Drama|Thriller,Gordon Willis,Barry Siegel|Barry Siegel|Barry Siegel,,Talia Shire|Joe Cortese|Elizabeth Ashley|Talia Shire|Joe Cortese|Elizabeth Ashley|Talia Shire|Joe Cortese|Elizabeth Ashley|Talia Shire|Joe Cortese|Elizabeth Ashley
It's My Party (1995),https://www.imdb.com/title/tt0113443/?ref_=fn_al_tt_1,2023-03-13 17:11:39.401858,2023-03-14 07:18:51.245564,It's My Party,1 hour 50 minutes,"March 22, 1996 ",,Drama|Romance,Randal Kleiser,Randal Kleiser|Randal Kleiser|Randal Kleiser,,Eric Roberts|Gregory Harrison|Margaret Cho|Eric Roberts|Gregory Harrison|Margaret Cho|Eric Roberts|Gregory Harrison|Margaret Cho|Eric Roberts|Gregory Harrison|Margaret Cho
Country Life (1994),https://www.imdb.com/title/tt0109491/?ref_=fn_al_tt_1,2023-03-13 17:11:41.694974,2023-03-14 07:18:57.866808,Country Life,1 hour 58 minutes,"July 28, 1995 ",,Drama|Romance,Michael Blakemore,Michael Blakemore|Anton Chekhov|Michael Blakemore|Anton Chekhov|Michael Blakemore|Anton Chekhov|Michael Blakemore|Anton Chekhov|Michael Blakemore|Anton Chekhov|Michael Blakemore|Anton Chekhov,,Sam Neill|Greta Scacchi|John Hargreaves|Sam Neill|Greta Scacchi|John Hargreaves|Sam Neill|Greta Scacchi|John Hargreaves|Sam Neill|Greta Scacchi|John Hargreaves
Butterfly Kiss (1995),https://www.imdb.com/title/tt0112604/?ref_=fn_al_tt_1,2023-03-13 17:12:09.697474,2023-03-14 07:19:04.479200,Butterfly Kiss,1 hour 28 minutes,"April 26, 1996 ",,Comedy|Drama|Romance,Michael Winterbottom,Frank Cottrell Boyce|Michael Winterbottom|Frank Cottrell Boyce|Michael Winterbottom|Frank Cottrell Boyce|Michael Winterbottom|Frank Cottrell Boyce|Michael Winterbottom|Frank Cottrell Boyce|Michael Winterbottom|Frank Cottrell Boyce|Michael Winterbottom,,Amanda Plummer|Kathy Jamieson|Saskia Reeves|Amanda Plummer|Kathy Jamieson|Saskia Reeves|Amanda Plummer|Kathy Jamieson|Saskia Reeves|Amanda Plummer|Kathy Jamieson|Saskia Reeves
Delta of Venus (1994),https://www.imdb.com/title/tt0109593/?ref_=fn_al_tt_1,2023-03-13 17:12:12.025436,2023-03-14 07:19:10.960543,Delta of Venus,1 hour 42 minutes,"October 13, 1995 ",,Drama,Zalman King,Anaïs Nin|Elisa M. Rothstein|Patricia Louisianna Knop|Anaïs Nin|Elisa M. Rothstein|Patricia Louisianna Knop|Anaïs Nin|Elisa M. Rothstein|Patricia Louisianna Knop|Anaïs Nin|Elisa M. Rothstein|Patricia Louisianna Knop|Anaïs Nin|Elisa M. Rothstein|Patricia Louisianna Knop|Anaïs Nin|Elisa M. Rothstein|Patricia Louisianna Knop,,Audie England|Costas Mandylor|Eric da Silva|Audie England|Costas Mandylor|Eric da Silva|Audie England|Costas Mandylor|Eric da Silva|Audie England|Costas Mandylor|Eric da Silva
To Cross the Rubicon (1991),https://www.imdb.com/title/tt0103095/?ref_=fn_al_tt_1,2023-03-13 17:12:14.336756,2023-03-14 07:19:17.383091,To Cross the Rubicon,,,,Comedy,Barry Caillier,Lorraine Devon Wilke|Patricia Royce|Lorraine Devon Wilke|Patricia Royce|Lorraine Devon Wilke|Patricia Royce|Lorraine Devon Wilke|Patricia Royce|Lorraine Devon Wilke|Patricia Royce|Lorraine Devon Wilke|Patricia Royce,,Patricia Royce|Lorraine Devon Wilke|JD Souther|Patricia Royce|Lorraine Devon Wilke|JD Souther|Patricia Royce|Lorraine Devon Wilke|JD Souther|Patricia Royce|Lorraine Devon Wilke|JD Souther
Daens (1992),https://www.imdb.com/title/tt0104046/?ref_=fn_al_tt_1,2023-03-13 17:12:16.613253,2023-03-14 07:19:23.580751,Daens,2 hours 18 minutes,"February 25, 1993 ",,Biography|Drama|History,Stijn Coninx,Fernand Auwera|Louis Paul Boon|François Chevallier|Fernand Auwera|Louis Paul Boon|François Chevallier|Fernand Auwera|Louis Paul Boon|François Chevallier|Fernand Auwera|Louis Paul Boon|François Chevallier|Fernand Auwera|Louis Paul Boon|François Chevallier|Fernand Auwera|Louis Paul Boon|François Chevallier,,Jan Decleir|Gérard Desarthe|Antje de Boeck|Jan Decleir|Gérard Desarthe|Antje de Boeck|Jan Decleir|Gérard Desarthe|Antje de Boeck|Jan Decleir|Gérard Desarthe|Antje de Boeck|Dérives Productions|Favourite Films|Shooting Star Filmcompany BV
Faces (1968),https://www.imdb.com/title/tt0062952/?ref_=fn_al_tt_1,2023-03-13 17:12:18.901491,2023-03-14 07:19:29.957941,Faces,2 hours 10 minutes,"October 17, 1968 ",,Drama,John Cassavetes,John Cassavetes|John Cassavetes|John Cassavetes,,John Marley|Gena Rowlands|Lynn Carlin|John Marley|Gena Rowlands|Lynn Carlin|John Marley|Gena Rowlands|Lynn Carlin|John Marley|Gena Rowlands|Lynn Carlin
Cosi (1996),https://www.imdb.com/title/tt0115951/?ref_=fn_al_tt_1,2023-03-13 17:12:21.205131,2023-03-14 07:19:36.321155,Cosi,1 hour 40 minutes,"April 11, 1997 ",,Comedy|Drama|Music,Mark Joffe,Louis Nowra|Louis Nowra|Louis Nowra,,Ben Mendelsohn|Barry Otto|Toni Collette|Ben Mendelsohn|Barry Otto|Toni Collette|Ben Mendelsohn|Barry Otto|Toni Collette|Ben Mendelsohn|Barry Otto|Toni Collette
Captives (1994),https://www.imdb.com/title/tt0109374/?ref_=fn_al_tt_1,2023-03-13 17:12:23.498052,2023-03-14 07:19:42.780226,Captives,1 hour 40 minutes,"May 3, 1996 ",,Crime|Drama|Romance,Angela Pope,Frank Deasy|Frank Deasy|Frank Deasy,,Julia Ormond|Tim Roth|Keith Allen|Julia Ormond|Tim Roth|Keith Allen|Julia Ormond|Tim Roth|Keith Allen|Julia Ormond|Tim Roth|Keith Allen
Of Love and Shadows (1994),https://www.imdb.com/title/tt0110712/?ref_=fn_al_tt_1,2023-03-13 17:12:25.830109,2023-03-14 07:19:48.916582,Of Love and Shadows,1 hour 43 minutes,"May 10, 1996 ",,Drama|Romance|Thriller,Betty Kaplan,Isabel Allende|Donald Freed|Isabel Allende|Donald Freed|Isabel Allende|Donald Freed|Isabel Allende|Donald Freed|Isabel Allende|Donald Freed|Isabel Allende|Donald Freed,,Antonio Banderas|Jennifer Connelly|Stefania Sandrelli|Antonio Banderas|Jennifer Connelly|Stefania Sandrelli|Antonio Banderas|Jennifer Connelly|Stefania Sandrelli|Antonio Banderas|Jennifer Connelly|Stefania Sandrelli
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",https://www.imdb.com/title/tt0113362/?ref_=fn_al_tt_1,2023-03-13 17:12:28.253537,2023-03-14 07:19:55.369817,The Horseman on the Roof,1 hour 58 minutes,"October 6, 1995 ",,Adventure|Drama|Romance,Jean-Paul Rappeneau,Jean Giono|Jean-Paul Rappeneau|Nina Companeez|Jean Giono|Jean-Paul Rappeneau|Nina Companeez|Jean Giono|Jean-Paul Rappeneau|Nina Companeez|Jean Giono|Jean-Paul Rappeneau|Nina Companeez|Jean Giono|Jean-Paul Rappeneau|Nina Companeez|Jean Giono|Jean-Paul Rappeneau|Nina Companeez,,Olivier Martinez|Juliette Binoche|Pierre Arditi|Olivier Martinez|Juliette Binoche|Pierre Arditi|Olivier Martinez|Juliette Binoche|Pierre Arditi|Olivier Martinez|Juliette Binoche|Pierre Arditi
Switchblade Sisters (1975),https://www.imdb.com/title/tt0073778/?ref_=fn_al_tt_1,2023-03-13 17:12:30.563166,2023-03-14 07:20:02.110337,The Jezebels,1 hour 31 minutes,"July 13, 1977 ",,Action|Crime|Drama,Jack Hill,F.X. Maier|Jack Hill|John Prizer|F.X. Maier|Jack Hill|John Prizer|F.X. Maier|Jack Hill|John Prizer|F.X. Maier|Jack Hill|John Prizer|F.X. Maier|Jack Hill|John Prizer|F.X. Maier|Jack Hill|John Prizer,,Robbie Lee|Joanne Nail|Monica Gayle|Robbie Lee|Joanne Nail|Monica Gayle|Robbie Lee|Joanne Nail|Monica Gayle|Robbie Lee|Joanne Nail|Monica Gayle
Mouth to Mouth (Boca a boca) (1995),https://www.imdb.com/title/tt3741936/?ref_=fn_al_tt_1,2023-03-13 17:12:32.919080,2023-03-14 07:20:08.266232,Quem Tem Boca Vai à Gemini (Who's Mouth Goes to Gemini),,"May 7, 2014 ",,Animation,,,,Alice Barion|Caio Guarnieri|Tatá Guarnieri|Alice Barion|Caio Guarnieri|Tatá Guarnieri|Alice Barion|Caio Guarnieri|Tatá Guarnieri|Alice Barion|Caio Guarnieri|Tatá Guarnieri
Halfmoon (Paul Bowles - Halbmond) (1995),https://www.imdb.com/title/tt0114103/?ref_=fn_al_tt_1,2023-03-13 17:12:48.180173,2023-03-14 07:20:14.423186,Paul Bowles: Half Moon,1 hour 35 minutes,"January 16, 1996 ",,Drama,Frieder Schlaich|Irene von Alberti,Paul Bowles|Frieder Schlaich|Irene von Alberti|Paul Bowles|Frieder Schlaich|Irene von Alberti|Paul Bowles|Frieder Schlaich|Irene von Alberti|Paul Bowles|Frieder Schlaich|Irene von Alberti|Paul Bowles|Frieder Schlaich|Irene von Alberti|Paul Bowles|Frieder Schlaich|Irene von Alberti,,Samir Guesmi|Khaled Ksouri|Sondos Belhassen|Samir Guesmi|Khaled Ksouri|Sondos Belhassen|Samir Guesmi|Khaled Ksouri|Sondos Belhassen|Samir Guesmi|Khaled Ksouri|Sondos Belhassen
Two Friends (1986),https://www.imdb.com/title/tt0092123/?ref_=fn_al_tt_1,2023-03-13 17:12:50.490439,2023-03-14 07:20:20.847320,2 Friends,1 hour 16 minutes,"November 21, 1987 ",,Drama,Jane Campion,Helen Garner|Helen Garner|Helen Garner,,Kris Bidenko|Emma Coles|Kris McQuade|Kris Bidenko|Emma Coles|Kris McQuade|Kris Bidenko|Emma Coles|Kris McQuade|Kris Bidenko|Emma Coles|Kris McQuade
War Stories (1995),https://www.imdb.com/title/tt0114894/?ref_=fn_al_tt_1,2023-03-13 17:12:52.810524,2023-03-14 07:20:27.239258,War Stories,1 hour 35 minutes,"May 9, 1996 ",,Documentary|Romance|War,Gaylene Preston,,,Jean Andrews|Judith Fyfe|Rita Graham|Jean Andrews|Judith Fyfe|Rita Graham|Jean Andrews|Judith Fyfe|Rita Graham|Jean Andrews|Judith Fyfe|Rita Graham
"Institute Benjamenta, or This Dream People Call Human Life (1995)",https://www.imdb.com/title/tt0113429/?ref_=fn_al_tt_1,2023-03-13 17:12:55.267196,2023-03-14 07:20:34.169715,"Institute Benjamenta, or This Dream That One Calls Human Life",1 hour 45 minutes,"August 23, 1996 ",,Drama,Stephen Quay|Timothy Quay|Weiser Quay,Alan Passes|Stephen Quay|Timothy Quay|Alan Passes|Stephen Quay|Timothy Quay|Alan Passes|Stephen Quay|Timothy Quay|Alan Passes|Stephen Quay|Timothy Quay|Alan Passes|Stephen Quay|Timothy Quay|Alan Passes|Stephen Quay|Timothy Quay,,Mark Rylance|Alice Krige|Gottfried John|Mark Rylance|Alice Krige|Gottfried John|Mark Rylance|Alice Krige|Gottfried John|Mark Rylance|Alice Krige|Gottfried John
"Low Life, The (1994)",https://www.imdb.com/title/tt0110400/?ref_=fn_al_tt_1,2023-03-13 17:12:57.595500,2023-03-14 07:20:40.659855,The Low Life,1 hour 36 minutes,"July 12, 1996 ",,Drama,George Hickenlooper,John Enbom|George Hickenlooper|John Enbom|George Hickenlooper|John Enbom|George Hickenlooper|John Enbom|George Hickenlooper|John Enbom|George Hickenlooper|John Enbom|George Hickenlooper,,Rory Cochrane|Sean Astin|Kyra Sedgwick|Rory Cochrane|Sean Astin|Kyra Sedgwick|Rory Cochrane|Sean Astin|Kyra Sedgwick|Rory Cochrane|Sean Astin|Kyra Sedgwick
Original Gangstas (1996),https://www.imdb.com/title/tt0117260/?ref_=fn_al_tt_1,2023-03-13 17:12:59.899218,2023-03-14 07:20:47.460389,Original Gangstas,1 hour 39 minutes,"May 10, 1996 ",,Action|Crime|Drama,Larry Cohen|Fred Williamson,Aubrey K. Rattan|Aubrey K. Rattan|Aubrey K. Rattan,,Fred Williamson|Jim Brown|Pam Grier|Fred Williamson|Jim Brown|Pam Grier|Fred Williamson|Jim Brown|Pam Grier|Fred Williamson|Jim Brown|Pam Grier
Getting Away With Murder (1996),https://www.imdb.com/title/tt0116405/?ref_=fn_al_tt_1,2023-03-13 17:13:02.245792,2023-03-14 07:20:54.176223,Getting Away with Murder,1 hour 31 minutes,"April 12, 1996 ",,Comedy,Harvey Miller,Harvey Miller|Harvey Miller|Harvey Miller,,Jack Lemmon|Dan Aykroyd|Lily Tomlin|Jack Lemmon|Dan Aykroyd|Lily Tomlin|Jack Lemmon|Dan Aykroyd|Lily Tomlin|Jack Lemmon|Dan Aykroyd|Lily Tomlin
Cemetery Man (Dellamorte Dellamore) (1994),https://www.imdb.com/title/tt18762492/?ref_=fn_al_tt_1,2023-03-13 17:13:04.619099,2023-03-14 07:21:00.147273,177 Dellamorte Dellamore (1994),,"June 10, 2021 ",,,,,,
"Garcu, Le (1995)",https://www.imdb.com/title/tt0113145/?ref_=fn_al_tt_1,2023-03-13 17:13:06.950874,2023-03-14 07:21:06.538312,The Son Of...,1 hour 42 minutes,"May 3, 1996 ",,Drama,Maurice Pialat,Maurice Pialat|Sylvie Pialat|Maurice Pialat|Sylvie Pialat|Maurice Pialat|Sylvie Pialat|Maurice Pialat|Sylvie Pialat|Maurice Pialat|Sylvie Pialat|Maurice Pialat|Sylvie Pialat,,Gérard Depardieu|Géraldine Pailhas|Antoine Pialat|Gérard Depardieu|Géraldine Pailhas|Antoine Pialat|Gérard Depardieu|Géraldine Pailhas|Antoine Pialat|Gérard Depardieu|Géraldine Pailhas|Antoine Pialat
Honigmond (1996),https://www.imdb.com/title/tt0116559/?ref_=fn_al_tt_1,2023-03-13 17:13:09.253658,2023-03-14 07:21:12.747937,Honigmond,1 hour 32 minutes,"April 11, 1996 ",,Comedy,Gabriel Barylli,Gabriel Barylli|Tinka Hartmann|Ute Vogel|Gabriel Barylli|Tinka Hartmann|Ute Vogel|Gabriel Barylli|Tinka Hartmann|Ute Vogel|Gabriel Barylli|Tinka Hartmann|Ute Vogel|Gabriel Barylli|Tinka Hartmann|Ute Vogel|Gabriel Barylli|Tinka Hartmann|Ute Vogel,,Veronica Ferres|Anica Dobra|Julia Stemberger|Veronica Ferres|Anica Dobra|Julia Stemberger|Veronica Ferres|Anica Dobra|Julia Stemberger|Veronica Ferres|Anica Dobra|Julia Stemberger
Ghost in the Shell (Kokaku kidotai) (1995),https://www.imdb.com/title/tt0113568/?ref_=fn_al_tt_1,2023-03-13 17:13:11.658965,2023-03-14 07:21:19.066096,Ghost in the Shell,1 hour 23 minutes,"March 29, 1996 ",,Animation|Action|Crime,Mamoru Oshii,Shirow Masamune|Kazunori Itô|Shirow Masamune|Kazunori Itô|Shirow Masamune|Kazunori Itô|Shirow Masamune|Kazunori Itô|Shirow Masamune|Kazunori Itô|Shirow Masamune|Kazunori Itô,,Atsuko Tanaka|Iemasa Kayumi|Akio Ôtsuka|Atsuko Tanaka|Iemasa Kayumi|Akio Ôtsuka|Atsuko Tanaka|Iemasa Kayumi|Akio Ôtsuka|Atsuko Tanaka|Iemasa Kayumi|Akio Ôtsuka
